INFO 2020-10-04 10:25:48,094 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 10:53:32,307 basehttp 154 "GET /static/images/goods/goods001.jpg HTTP/1.1" 200 5391
INFO 2020-10-04 10:53:32,308 basehttp 154 "GET /static/images/goods/goods002.jpg HTTP/1.1" 200 5377
INFO 2020-10-04 10:53:32,313 basehttp 154 "GET /static/images/slide01.jpg HTTP/1.1" 200 67813
INFO 2020-10-04 10:53:32,316 basehttp 154 "GET /static/images/slide02.jpg HTTP/1.1" 200 89905
INFO 2020-10-04 10:53:32,318 basehttp 154 "GET /static/images/slide03.jpg HTTP/1.1" 200 70152
INFO 2020-10-04 10:53:32,328 basehttp 154 "GET /static/images/goods/goods004.jpg HTTP/1.1" 200 6565
INFO 2020-10-04 10:53:32,331 basehttp 154 "GET /static/images/goods/goods005.jpg HTTP/1.1" 200 7578
INFO 2020-10-04 10:53:32,332 basehttp 154 "GET /static/images/goods/goods003.jpg HTTP/1.1" 200 8579
INFO 2020-10-04 10:53:32,339 basehttp 154 "GET /static/images/slide04.jpg HTTP/1.1" 200 107973
INFO 2020-10-04 10:53:32,341 basehttp 154 "GET /static/images/banner02.jpg HTTP/1.1" 200 26729
INFO 2020-10-04 10:53:32,342 basehttp 154 "GET /static/images/goods/goods008.jpg HTTP/1.1" 200 7072
INFO 2020-10-04 10:53:32,344 basehttp 154 "GET /static/images/banner03.jpg HTTP/1.1" 200 22681
INFO 2020-10-04 10:53:32,345 basehttp 154 "GET /static/images/goods/goods009.jpg HTTP/1.1" 200 8738
INFO 2020-10-04 10:53:32,384 basehttp 154 "GET /static/images/icons.png HTTP/1.1" 200 7740
WARNING 2020-10-04 10:53:32,431 basehttp 154 "GET /static/js/index.js HTTP/1.1" 404 1657
WARNING 2020-10-04 10:53:32,567 log 222 Not Found: /favicon.ico
INFO 2020-10-04 10:56:05,297 basehttp 154 "GET / HTTP/1.1" 200 38951
INFO 2020-10-04 10:56:05,406 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,417 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,417 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,419 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,420 basehttp 154 "GET /static/js/jquery-1.12.4.min.js HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,420 basehttp 154 "GET /static/js/slide.js HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,421 basehttp 154 "GET /static/js/common.js HTTP/1.1" 304 0
WARNING 2020-10-04 10:56:05,426 basehttp 154 "GET /static/js/index.js HTTP/1.1" 404 1657
INFO 2020-10-04 10:56:05,529 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,530 basehttp 154 "GET /static/images/goods/goods001.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,535 basehttp 154 "GET /static/images/slide01.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,539 basehttp 154 "GET /static/images/slide02.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,539 basehttp 154 "GET /static/images/goods/goods002.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,546 basehttp 154 "GET /static/images/slide03.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,549 basehttp 154 "GET /static/images/slide04.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,551 basehttp 154 "GET /static/images/adv01.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,563 basehttp 154 "GET /static/images/goods/goods004.jpg HTTP/1.1" 304 0
WARNING 2020-10-04 10:56:05,564 basehttp 154 "GET /static/js/index.js HTTP/1.1" 404 1657
INFO 2020-10-04 10:56:05,565 basehttp 154 "GET /static/images/goods/goods003.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,567 basehttp 154 "GET /static/images/banner02.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,569 basehttp 154 "GET /static/images/goods/goods008.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,572 basehttp 154 "GET /static/images/goods/goods005.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,579 basehttp 154 "GET /static/images/banner03.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,581 basehttp 154 "GET /static/images/goods/goods009.jpg HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,581 basehttp 154 "GET /static/images/icons.png HTTP/1.1" 304 0
INFO 2020-10-04 10:56:05,583 basehttp 154 "GET /static/images/banner01.jpg HTTP/1.1" 200 23658
INFO 2020-10-04 11:11:13,170 autoreload 203 C:\Users\LENOVO\Desktop\Study\逻辑教育Python开发全栈\Python_Full_Stack_LogicEDU\Django_Project\Django_Ecommerce\Django_Ecommerce\dev.py changed, reloading.
INFO 2020-10-04 11:11:14,401 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 11:15:56,082 autoreload 203 C:\Users\LENOVO\Desktop\Study\逻辑教育Python开发全栈\Python_Full_Stack_LogicEDU\Django_Project\Django_Ecommerce\Django_Ecommerce\dev.py changed, reloading.
INFO 2020-10-04 11:15:57,313 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 11:16:34,566 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 11:19:39,952 autoreload 203 C:\Users\LENOVO\Desktop\Study\逻辑教育Python开发全栈\Python_Full_Stack_LogicEDU\Django_Project\Django_Ecommerce\Django_Ecommerce\urls.py changed, reloading.
INFO 2020-10-04 11:19:41,204 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 11:23:06,826 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 11:23:26,223 autoreload 203 C:\Users\LENOVO\Desktop\Study\逻辑教育Python开发全栈\Python_Full_Stack_LogicEDU\Django_Project\Django_Ecommerce\apps\users\urls.py changed, reloading.
INFO 2020-10-04 11:23:27,427 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 11:26:08,400 autoreload 578 Watching for file changes with StatReloader
WARNING 2020-10-04 11:30:49,190 log 222 Not Found: /urls/register
WARNING 2020-10-04 11:30:49,191 basehttp 154 "GET /urls/register HTTP/1.1" 404 2094
WARNING 2020-10-04 11:30:49,530 log 222 Not Found: /favicon.ico
INFO 2020-10-04 11:30:56,660 basehttp 154 "GET /users/register HTTP/1.1" 301 0
INFO 2020-10-04 11:30:56,712 basehttp 154 "GET /users/register/ HTTP/1.1" 200 2975
INFO 2020-10-04 11:30:56,856 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-04 11:30:56,902 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-04 11:30:56,905 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-04 11:30:56,907 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
INFO 2020-10-04 15:08:16,067 autoreload 203 C:\Users\LENOVO\Desktop\Study\逻辑教育Python开发全栈\Python_Full_Stack_LogicEDU\Django_Project\Django_Ecommerce\apps\users\models.py changed, reloading.
INFO 2020-10-04 15:08:17,259 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 15:08:29,347 autoreload 203 C:\Users\LENOVO\Desktop\Study\逻辑教育Python开发全栈\Python_Full_Stack_LogicEDU\Django_Project\Django_Ecommerce\apps\users\models.py changed, reloading.
INFO 2020-10-04 15:08:30,198 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 15:31:03,197 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 15:35:46,649 autoreload 203 C:\Users\LENOVO\Desktop\Study\逻辑教育Python开发全栈\Python_Full_Stack_LogicEDU\Django_Project\Django_Ecommerce\Django_Ecommerce\dev.py changed, reloading.
INFO 2020-10-04 15:35:47,602 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 21:15:24,496 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 21:15:29,380 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4507
INFO 2020-10-04 21:15:29,858 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 87
WARNING 2020-10-04 21:15:29,933 log 222 Not Found: /favicon.ico
INFO 2020-10-04 21:16:14,583 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4507
INFO 2020-10-04 21:16:14,671 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:14,674 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:14,675 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:14,675 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:14,676 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:14,736 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-04 21:16:14,738 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-04 21:16:14,739 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-04 21:16:14,740 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
INFO 2020-10-04 21:16:14,740 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-04 21:16:15,479 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4507
INFO 2020-10-04 21:16:15,553 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:15,555 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:15,555 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:15,555 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:15,556 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:15,589 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:15,590 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-04 21:16:15,601 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:15,602 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:15,603 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,288 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4507
INFO 2020-10-04 21:16:16,361 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,362 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,362 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,363 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,363 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,397 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,399 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,403 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,405 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,405 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,747 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4507
INFO 2020-10-04 21:16:16,827 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,828 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,829 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,829 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,829 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,860 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,863 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,866 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,869 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:16,869 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,048 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4507
INFO 2020-10-04 21:16:17,124 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,125 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,125 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,126 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,126 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,161 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,162 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,164 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,165 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,165 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,512 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4507
INFO 2020-10-04 21:16:17,590 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,591 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,592 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,592 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,593 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,628 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,628 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,647 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,647 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:17,648 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-04 21:16:27,953 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 87
INFO 2020-10-04 21:16:28,600 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4507
INFO 2020-10-04 21:16:28,686 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-04 21:16:28,688 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 87
INFO 2020-10-04 21:16:28,688 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-04 21:16:28,689 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-04 21:16:28,692 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-04 21:16:28,748 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-04 21:16:28,748 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-04 21:16:28,767 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-04 21:16:28,767 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-04 21:16:28,768 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-04 21:16:28,873 log 222 Not Found: /favicon.ico
WARNING 2020-10-04 21:16:28,875 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-04 21:19:01,005 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-04 21:19:03,735 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4507
INFO 2020-10-04 21:19:03,896 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-04 21:19:03,898 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-04 21:19:03,898 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 87
INFO 2020-10-04 21:19:03,899 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-04 21:19:03,901 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-04 21:19:04,053 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-04 21:19:04,054 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-04 21:19:04,056 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-04 21:19:04,056 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-04 21:19:04,058 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-04 21:19:04,273 log 222 Not Found: /favicon.ico
WARNING 2020-10-04 21:19:04,274 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-04 21:19:05,606 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4507
INFO 2020-10-04 21:19:05,764 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-04 21:19:05,765 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-04 21:19:05,766 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-04 21:19:05,767 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 87
INFO 2020-10-04 21:19:05,768 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 200 289307
INFO 2020-10-04 21:19:05,906 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-04 21:19:05,907 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-04 21:19:05,908 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-04 21:19:05,909 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-04 21:19:05,910 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-04 21:19:06,036 log 222 Not Found: /favicon.ico
WARNING 2020-10-04 21:19:06,036 basehttp 154 "GET /favicon.ico HTTP/1.1" 404 2088
INFO 2020-10-05 08:44:55,444 autoreload 578 Watching for file changes with StatReloader
INFO 2020-10-05 08:44:58,087 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:44:58,692 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 200 638
INFO 2020-10-05 08:44:58,693 basehttp 154 "GET /static/js/register.js HTTP/1.1" 200 1327
INFO 2020-10-05 08:44:58,693 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 08:44:58,695 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 200 12941
INFO 2020-10-05 08:44:58,696 basehttp 154 "GET /static/css/main.css HTTP/1.1" 200 40091
INFO 2020-10-05 08:44:58,835 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 200 3935
INFO 2020-10-05 08:44:58,835 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 200 4507
INFO 2020-10-05 08:44:58,836 basehttp 154 "GET /static/images/1.png HTTP/1.1" 200 3555
INFO 2020-10-05 08:44:58,836 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 200 1123
INFO 2020-10-05 08:44:58,839 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 200 54894
WARNING 2020-10-05 08:44:58,884 log 222 Not Found: /favicon.ico
INFO 2020-10-05 08:45:02,591 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:45:02,728 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-05 08:45:02,729 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-05 08:45:02,731 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 08:45:02,732 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-05 08:45:02,733 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-05 08:45:02,826 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
INFO 2020-10-05 08:45:02,827 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-05 08:45:02,849 basehttp 154 "GET /static/images/interval_line.png HTTP/1.1" 304 0
INFO 2020-10-05 08:45:02,850 basehttp 154 "GET /static/images/register_banner.png HTTP/1.1" 304 0
INFO 2020-10-05 08:45:02,851 basehttp 154 "GET /static/images/icons02.png HTTP/1.1" 304 0
INFO 2020-10-05 08:45:03,650 basehttp 154 "GET /users/register/ HTTP/1.1" 200 4556
INFO 2020-10-05 08:45:03,771 basehttp 154 "GET /static/css/reset.css HTTP/1.1" 304 0
INFO 2020-10-05 08:45:03,774 basehttp 154 "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2020-10-05 08:45:03,775 basehttp 154 "GET /static/js/vue-2.5.16.js HTTP/1.1" 304 0
INFO 2020-10-05 08:45:03,775 basehttp 154 "GET /static/js/register.js HTTP/1.1" 304 0
INFO 2020-10-05 08:45:03,776 basehttp 154 "GET /static/js/axios-0.18.0.min.js HTTP/1.1" 304 0
INFO 2020-10-05 08:45:03,957 basehttp 154 "GET /static/images/1.png HTTP/1.1" 304 0
INFO 2020-10-05 08:45:03,958 basehttp 154 "GET /static/images/pic_code.jpg HTTP/1.1" 304 0
